1426347,Fortune-Johnson LLC,Fortune-Johnson LLC,862115392,"3740 Davinci Court, Suite 220",Peachtree Corners,GA,30092,236116," Housing, multifamily, construction general contractors ",105,210004,2,0,0,0,0,0,0,0,0,0,0,0,0,795197,1,2,2021,1/3/2022 18:00,
1426388,"Miller Painting Company, Inc.","Miller Painting Company, Inc.",580979409,6411 Garrard Avenue,Savannah,GA,31405,238160," Painting, spraying, or coating, roof ",40,69753,2,0,0,0,0,0,0,0,0,0,0,0,0,410531,1,2,2021,1/3/2022 18:53,
1426399,Sprint Food Stores,Sprint Food Stores,,851 Broad Street,Augusta,GA,30901,445120, Convenience food stores ,457,37895,1,0,4,1,5,106,1,10,0,0,0,0,0,265751,1,3,2021,1/3/2022 19:06,
1426431,City of Winston Salem,Community Development,566000241,850 Stadium Dr,Winston Salem,NC,27101,921190," General services departments, government ",34,70720,1,0,0,1,0,0,14,1,0,0,0,0,0,795220,3,2,2021,1/3/2022 19:45,
1426436,City of Winston Salem,Bryce A Stuart Municipal Building,566000241,100 E First St,Winston Salem,NC,27101,921110, City and town managers' offices ,218,453440,1,0,0,2,0,0,73,2,0,0,0,0,0,73491,3,3,2021,1/3/2022 19:48,
1426446,City of Winston Salem,City Hall,566000241,101 N Main St,Winston Salem,NC,27101,921190, General public administration ,111,230880,1,0,0,2,0,0,30,2,0,0,0,0,0,795221,3,2,2021,1/3/2022 19:53,
1426448,City of Winston Salem,Winston Salem Fairgrounds,566000241,421 W 27th St,Winston-Salem,NC,27105,713110," Theme parks, amusement ",83,172840,2,0,0,0,0,0,0,0,0,0,0,0,0,541165,3,2,2021,1/3/2022 19:55,
1426457,City of Winston Salem,Fire Station 1,566000241,652 Marshall St,Winston Salem,NC,27101,922190," Public safety bureaus and statistics centers, government ",34,97920,1,0,0,0,3,0,0,3,0,0,0,0,0,795224,3,2,2021,1/3/2022 20:06,
1426462,SAME,"SKYLINE CONSTRUCTION SERVICES, INC.",582224241,996-B Milledgeville Road,Eatonton,GA,31024,236220, Commercial building construction general contractors ,25,49416,1,0,1,0,2,7,0,3,0,0,0,0,0,420868,1,2,2021,1/3/2022 20:09,
1426468,City of Winston Salem,Fire Station 2,566000241,406 Somerset Dr,Winston Salem,NC,27103,922190," Public safety bureaus and statistics centers, government ",28,80640,1,0,0,3,0,0,20,3,0,0,0,0,0,795225,3,2,2021,1/3/2022 20:12,
1426476,City of Winston Salem,fire station 5,566000241,771 Palmer Ln,Winston Salem,NC,27107,922190," Public safety bureaus and statistics centers, government ",30,86400,2,0,0,0,0,0,0,0,0,0,0,0,0,795227,3,2,2021,1/3/2022 20:20,
1426479,City of Winston Salem,Fire Station 14,566000241,5754 Shattalon Dr,Winston Salem,NC,27105,922190," Public safety bureaus and statistics centers, government ",28,80640,1,0,0,1,0,0,19,1,0,0,0,0,0,795229,3,2,2021,1/3/2022 20:23,
1426482,Cityof Winston Salem,Fire Station 18,566000241,1505 Peace Haven Rd,Winston Salem,NC,27104,922190," Public safety bureaus and statistics centers, government ",28,80640,2,0,0,0,0,0,0,0,0,0,0,0,0,795230,3,2,2021,1/3/2022 20:26,
1426483,City of Winston Salem,Fleet Services,566000241,650 Stadium Dr,Winston Salem,NC,27101,921190," General services departments, government ",31,64480,1,0,0,3,0,0,174,3,0,0,0,0,0,650063,3,2,2021,1/3/2022 20:27,
1426484,City of Winston Salem,Field Ops,566000241,650 Old Stadium Dr,Winston-Salem,NC,27105,488490," Snow clearing, highways and bridges, road transportation ",81,168460,1,0,3,3,0,136,822,6,0,0,0,0,0,541167,3,2,2021,1/3/2022 20:29,
1426485,City of Winston Salem,Winston Water works water park,566000241,3584 Winston Lake Rd,Winston-Salem,NC,27105,713110," Water parks, amusement ",20,41600,2,0,0,0,0,0,0,0,0,0,0,0,0,541163,3,2,2021,1/3/2022 20:30,
1426488,City of Winston Salem,Recreation Maintenance/Parks,566000241,2480 Reynolds Park Rd,Winston-Salem,NC,27107,561730, Landscape care and maintenance services ,24,49920,1,0,1,4,1,15,111,6,0,0,0,0,0,541159,3,2,2021,1/3/2022 20:31,
1426490,City of Winston Salem,Historic Bethabara Park,566000241,2147 Bethabara Rd,Winston-Salem,NC,27106,712120, Historical sites ,30,62400,2,0,0,0,0,0,0,0,0,0,0,0,0,541140,3,2,2021,1/3/2022 20:32,
1426492,City of Winston Salem,Vegetation Management,566000241,650 Old Stadium Dr Building 25,Winston-Salem,NC,27110,561730, Landscape care and maintenance services ,65,136200,1,0,2,3,2,226,168,7,0,0,0,0,0,541158,3,2,2021,1/3/2022 20:34,
1426496,City of Winston Salem,Property Maintenance,566000241,650 Old Stadium Dr,Winston-Salem,NC,27110,561720, Janitorial services ,110,228800,1,0,1,1,0,34,71,2,0,0,0,0,0,541157,3,2,2021,1/3/2022 20:35,
1426497,City of Winston Salem,Public Safety Center,566000241,725 N Cherry St,Winston Salem,NC,27101,922120, Police departments (except American Indian or Alaska Native) ,149,309920,1,0,1,1,0,49,35,2,0,0,0,0,0,73938,3,3,2021,1/3/2022 20:38,
1426500,Silvers Plumbing and Mechanical Inc.,Silvers Plumbing and Mechanical Inc.,,460 Bookout Rd,Ringgold,GA,30736,238220, Plumbing contractors ,27,51436,2,0,0,0,0,0,0,0,0,0,0,0,0,269601,1,2,2021,1/3/2022 20:41,
1426501,City of Winston Salem,Special Ops Division (Police),566000241,121 Polo Rd,Winston Salem,NC,27105,922120, Police departments (except American Indian or Alaska Native) ,115,239200,1,0,1,0,0,12,31,1,0,0,0,0,0,795233,3,2,2021,1/3/2022 20:42,
1426504,City of Winston Salem,District 1 (Police),566000241,7836 North Point Blvd,Winston Salem,NC,27106,922120, Police departments (except American Indian or Alaska Native) ,88,183040,1,0,3,6,0,137,732,9,0,0,0,0,0,795234,3,2,2021,1/3/2022 20:48,
1426506,"Carolina Precision Components, Inc.","Carolina Precision Components, Inc.",561918767,4181 US Hwy 321A,Granite Falls,NC,28630,332710, Machine shops ,43,77828,1,0,0,0,1,0,0,1,0,0,0,0,0,540985,1,2,2021,1/3/2022 20:49,
1426508,City of Winston Salem,District 2 (Police),566000241,1539 waughtown st,Winston Salem,NC,27107,922120, Police departments (except American Indian or Alaska Native) ,88,183040,1,0,1,1,0,41,64,2,0,0,0,0,0,795236,3,2,2021,1/3/2022 20:51,
1426511,City of Winston Salem,District 3 (Police),566000241,2393 Winterhaven Ln,Winston Salem,NC,27103,922120, Police departments (except American Indian or Alaska Native) ,88,183040,1,0,1,5,0,32,179,6,0,0,0,0,0,795237,3,2,2021,1/3/2022 20:54,
1426516,City of Winston Salem,Al Beaty Public Safety,566000241,1200 North Patterson Ave,Winston-Salem,NC,27101,922120, Police departments (except American Indian or Alaska Native) ,158,328640,1,0,1,10,0,13,389,11,0,0,0,0,0,795238,3,2,2021,1/3/2022 20:57,
1426519,City of Winston Salem,Sanitation,566000241,2000 Lowery St,Winston-Salem,NC,27101,562111," Waste collection services, nonhazardous solid ",140,291200,1,0,2,19,0,51,862,21,0,0,0,0,0,541063,3,2,2021,1/3/2022 20:59,
1426521,City of Winston Salem,Elledge Wastewater,566000241,2801 Griffith Rd,Winston-Salem,NC,27103,221320, Sewage treatment plants or facilities ,21,43660,1,0,0,1,1,0,8,2,0,0,0,0,0,541135,3,2,2021,1/3/2022 21:00,
1426523,City of Winston Salem,Hanes Mill Landfill,566000241,325 Hanes Mill Rd,Winston-Salem,NC,27105,562212," Solid waste landfills, nonhazardous ",26,54080,1,0,1,1,0,17,12,2,0,0,0,0,0,541134,3,2,2021,1/3/2022 21:01,
1426525,City of Winston Salem,Manson Meads Complex,566000241,2799 Griffith Rd,Winston-Salem,NC,27103,221320, Sewage treatment plants or facilities ,40,83200,1,0,1,1,0,2,43,2,0,0,0,0,0,541131,3,2,2021,1/3/2022 21:02,
1426526,City of Winston Salem,Meter Shop,566000241,1550 MLK Jr Dr,Winston-Salem,NC,27107,221310, Water supply systems ,36,74880,1,0,0,1,0,0,16,1,0,0,0,0,0,541144,3,2,2021,1/3/2022 21:03,
1426527,Machine and Welding of Danbury Inc.,Machine & Welding of Danbury Walnut Cove,462785452,1260 N Main Street,Walnut Cove,NC,27052,332312, Fabricated structural metal manufacturing ,21,34160,2,0,0,0,0,0,0,0,0,0,0,0,0,541705,1,2,2021,1/3/2022 21:03,
1426529,City of Winston Salem,UFO-Utilities,566000241,1550 MLK Jr Dr,Winston-Salem,NC,27107,221310, Water distribution (except irrigation) ,109,226720,1,0,3,8,1,120,633,12,0,0,0,0,0,541145,3,2,2021,1/3/2022 21:04,
1426531,City of Winston Salem,Muddy Creek Wastewater,566000241,4561 Cooper Rd,Winston-Salem,NC,27127,221320, Sewage treatment plants or facilities ,18,37440,1,0,1,0,0,16,115,1,0,0,0,0,0,541130,3,2,2021,1/3/2022 21:05,
1426537,City of Winston Salem,Union Station,566000241,300 S MLK Jr Dr,Winston Salem,NC,27101,921190, General public administration ,17,35360,2,0,0,0,0,0,0,0,0,0,0,0,0,650079,3,2,2021,1/3/2022 21:13,
1426564,Marriott Crabtree,Marriott Crabtree,800950104,4500 Marriott Dr,Raleigh,NC,276123365,721110," Hotel management services (i.e., providing management and operating staff to run hotel) ",68,114142,2,0,0,0,0,0,0,0,0,0,0,0,0,43847,1,2,2021,1/3/2022 21:39,
1426571,Bradham Brothers Inc,Bradham Brothers Inc,561125221,6128 Rozzelles Ferry Road,Charlotte,NC,28214,238220, Air system balancing and testing ,43,96537,1,0,0,1,1,0,12,2,0,0,0,0,0,795255,1,2,2021,1/3/2022 21:46,
1426575,Aquafil USA,Aquafil USA- 101 Fiber Drive,582449874,101 Fiber Drive,Cartersville ,GA,30120,313110, Nylon thread manufacturing ,23,45219,1,0,0,1,0,0,6,1,0,0,0,0,0,138777,1,2,2021,1/3/2022 21:55,
1426576,Aquafil USA,Aquafil USA- 1 Aquafil Drive,582449874,1 Aquafil Drive ,Cartersville ,GA,30120,313110, Nylon thread manufacturing ,273,571008,1,0,1,7,6,51,787,14,0,0,0,0,0,138753,1,2,2021,1/3/2022 21:57,
1426590,Daeha America Corp,Daeha America Corp,270762081,201 Piedmont Cir.,LaGrange,GA,30240,325211,Plastic Manufacturing,38,73872,2,0,0,0,0,0,0,0,0,0,0,0,0,414733,1,2,2021,1/3/2022 22:44,
1426630,Scott Technologies Inc. (Scott Safety),"Life Safety Products, Monroe Operations",,4320 Goldmine Road,Monroe,NC,28110,339113, Respiratory protection mask manufacturing ,566,1094451,1,1,2,0,0,17,44,3,0,0,0,0,0,49749,1,3,2021,1/4/2022 4:51,
1426649,EckerTextiles LLC,ECKER TEXTILES LLC,862710767,322 Industrial Park Dr.,Lawrenceville,GA,30046,339940," Canvas, artist's, prepared on frames, manufacturing ",55,8246019,2,0,0,0,0,0,0,0,0,0,0,0,0,778783,1,2,2021,1/4/2022 13:16,
1426654,GEM Management LLC,GEM Management LLC,371834769,2021 Cross Beam Drive,Charlotte,NC,28217,531110," Building, apartment, rental or leasing ",212,609462,1,0,13,0,0,13,0,12,0,0,0,0,1,54123,1,3,2021,1/4/2022 13:28,
1426658,Holland Industrial,Holland Industrial,,518 W Montgomery St,Henderson,NC,27536,811310, Armature rewinding services (except on an assembly line or factory basis) ,35,770000,2,0,0,0,0,0,0,0,0,0,0,0,0,104696,1,2,2021,1/4/2022 13:40,
1426712,Electrical Services Unlimited,ESU,582182960,P.O Box 129,Hiram,GA,30141,238210, Electrical wiring contractors ,23,34910,2,0,0,0,0,0,0,0,0,0,0,0,0,202363,1,2,2021,1/4/2022 14:45,
1426743,"Lexington Metal Fabricators, Inc","Lexington Metal Fabricators, Inc",561802580,300 Lexington Metal Drive,Linwood,NC,27299,332313," Racks (e.g., trash), fabricated metal plate, manufacturing ",21,44926,1,0,0,0,2,0,0,2,0,0,0,0,0,191024,1,2,2021,1/4/2022 14:55,
1426774,"Cordele Metal Works, Inc.","Cordele Metal Works, Inc.",582493661,410 N 5th St,Cordele,GA,31015,332322, Sheet metal work (except stampings) manufacturing ,22,45759,1,0,0,2,0,0,10,2,0,0,0,0,0,272678,1,2,2021,1/4/2022 15:21,
1426800,"ROW Equipment, Inc.","ROW Equipment, Inc.",,6422 US Hwy 84,Patterson,GA,31557,238910," Equipment rental (except crane), construction, with operator ",23,36144,2,0,0,0,0,0,0,0,0,0,0,0,0,287897,1,2,2021,1/4/2022 15:48,
1426804,"Clean Air PCI, LLC","Clean Air PCI, LLC",853199637,7 Superior Dr SE,ROME,GA,30161,333249, Anodizing equipment manufacturing ,37,71637,1,0,0,1,0,0,5,1,0,0,0,0,0,795339,1,2,2021,1/4/2022 15:51,
1426827,Field Turf USA Inc,Field Turf USA Inc,582330410,175 N. Industrial Blvd NE,Calhoun,GA,30701,339999," Trees and plants, artificial, manufacturing ",263,737710,1,0,0,5,0,0,56,5,0,0,0,0,0,407885,1,3,2021,1/4/2022 16:05,
1426829,"CBI General Contractors, Inc.","CBI General Contractors, Inc.",582452934,"416 Pirkle Ferry Rd., Bldg. I",Cumming,GA,30040,236220," Addition, alteration and renovation general contractors, commercial and institutional building ",35,72800,1,0,0,0,2,0,0,2,0,0,0,0,0,435290,1,2,2021,1/4/2022 16:06,
1426832,GENOA CONSTRUCTION SERVICES,"Genoa Construction Services, Inc.",,"2300 Lakeview Parkway, Suite 100",Alpharetta,GA,30009,236220," Addition, alteration and renovation, commercial and institutional building ",34,70720,2,0,0,0,0,0,0,0,0,0,0,0,0,107673,1,2,2021,1/4/2022 16:06,
1426833,Avgol,"Avgol America, Inc",,178 Avgol Drive,Mocksville,NC,27028,313230, Air laid nonwoven fabrics manufacturing ,265,617169,1,0,2,2,4,45,88,8,0,0,0,0,0,659605,1,3,2021,1/10/2022 16:52,"Error for calculation on Restricted days/Transfer. Should not have been 106, instead should have been 88. "
1426855,Slane Hosiery Mills,Centennial,561669702,313 S Centennial St,High Point,NC,27260,315110, Men's socks knitting or knitting and finishing ,89,175743,2,0,0,0,0,0,0,0,0,0,0,0,0,795346,1,2,2021,1/4/2022 16:23,
1426861,Slane Hosiery Mills,Fairfield,561669702,550 W Fairfield Rd,High Point,NC,27263,315110," Socks, men's and boy's, manufacturing ",290,541341,1,0,1,1,7,2,84,9,0,0,0,0,0,795332,1,3,2021,1/4/2022 16:33,
1426871,Check-Mate Manufacturing,"Check-Mate Manufacturing, LLC",833533945,101 CHECK-MATE WAY,THOMASVILLE,GA,317920726,332119," Closures, metal, stamping ",170,353600,1,0,2,0,19,6,0,21,0,0,0,0,0,659962,1,2,2021,1/4/2022 16:39,
1426880,Cooper Lighting LLC,Cooper Lighting Peachtree City,,1121 Highway 74 S.,Peachtree City,GA,30269,423610, Electric light fixtures merchant wholesalers ,850,1753699,1,0,1,0,2,16,0,3,0,0,0,0,0,656789,1,3,2021,1/4/2022 16:45,
1426947,Wheeler Services Inc.,Wheeler Services Inc.,582142065,3539 Trotter Drive,Alpharetta,GA,30004,238110, Footing and foundation concrete contractors ,89,227111,1,0,0,1,0,0,2,1,0,0,0,0,0,426532,1,2,2021,1/4/2022 17:29,
1426974,"Technical Controls, Inc.","Technical Controls, Inc.",581695074,1295 PROGRESS INDUSTRIAL BLVD,Lawrenceville,GA,30043,238210, Electrical contractors ,22,35529,2,0,0,0,0,0,0,0,0,0,0,0,0,650960,1,2,2021,1/4/2022 17:49,
1426976,JD Contractors LLC,"JD Contractors, LLC",562209593,550 South Ashe Street,Southern Pines,NC,28387,238110," Chimney, concrete, construction ",21,41259,1,0,1,0,0,11,0,1,0,0,0,0,0,541093,1,2,2021,1/4/2022 17:50,
1426985,RSS Hendersonville Operations LLC,Carolina Reserve of Hendersonville,814902365,1820 Piscah Dr,Hendersonville,NC,28791,623312, Assisted-living facilities without on-site nursing care facilities ,65,87500,1,0,0,0,1,0,0,1,0,0,0,0,0,364003,1,2,2021,1/4/2022 17:59,
1427000,"SYNTREX, LLC","Syntrex, LLC",,641 Callahan Rd. SE,Dalton,GA,30721,313220," Textile mills, narrow woven fabric ",19,47028,2,0,0,0,0,0,0,0,0,0,0,0,0,326398,1,2,2021,1/4/2022 18:11,
1427001,cGMP Validation LLC,cGMP Validation LLC,431781368,"7930 W Kenton Circle, Suite 140",Huntersville,NC,28078,541690, Biological consulting services ,28,41924,2,0,0,0,0,0,0,0,0,0,0,0,0,271164,1,2,2021,1/4/2022 18:12,
1427006,Sentry Fire Protection,Sentry Fire Protection,,409 W. Central Ave,Asheboro,NC,27203,238220, Fire sprinkler system installation ,20,41600,2,0,0,0,0,0,0,0,0,0,0,0,0,410441,1,2,2021,1/4/2022 18:15,
1427042,"Wismettac Asian Foods, Inc.",Atlanta Branch,952101387,"5065 Buford Highway, Suite 100",Norcross,GA,30071,424410, General-line groceries merchant wholesalers ,39,81120,2,0,0,0,0,0,0,0,0,0,0,0,0,545102,1,2,2021,1/4/2022 18:44,
1427069,"HICAPS, Inc.","HICAPS, Inc.",561561637,600 N. Regional Road,Greensboro,NC,27409,236220," Construction management, commercial and institutional building ",51,104040,1,0,1,0,0,3,0,0,0,0,0,0,1,79013,1,2,2021,1/4/2022 18:56,
1427116,"Daniels and Daniels Construction Co., Inc. - Goldsboro, NC",Daniels and Daniels Construction Company Inc.,561589955,178 NC Hwy 111,Goldsboro,NC,275320337,236220," Construction management, commercial and institutional building ",45,96610,2,0,0,0,0,0,0,0,0,0,0,0,0,795399,1,2,2021,1/4/2022 19:32,
1427120,Southeastern Foundries Corp,Southeastern Foundries Corp,,2706 Oakland Ave,Greensboro,NC,27403,332999," Cores, sand foundry, manufacturing ",72,141835,1,0,1,2,6,205,225,5,0,0,0,4,0,399117,1,2,2021,1/4/2022 19:39,
1427134,"Hydrofire, LLC",Hydrofire,582600725,1401 Park Lane,West Point,GA,31833,238220, Fire sprinkler system installation ,25,65437,2,0,0,0,0,0,0,0,0,0,0,0,0,271953,1,2,2021,1/4/2022 19:46,
1427159,"Caraustar Industrial and Consumer Products Group, Inc.",Dalton Tube Plant 417,314388903,"174 Callahan RD, S.E.",Dalton,GA,30721,322219," Cones (e.g., winding yarn, string, ribbon, cloth), fiber, made from purchased paperboard ",42,89168,1,0,1,1,0,19,135,2,0,0,0,0,0,129774,1,2,2021,1/4/2022 20:03,
1427166,"Promise Foods, Inc.",Carlie C's IGA #770,472572988,115 South Bickett Blvd.,Louisburg,NC,27549,445110, Supermarkets ,48,64922,1,0,1,0,1,45,0,2,0,0,0,0,0,370182,1,2,2021,1/4/2022 20:06,
1427169,"Promise Foods, Inc.",Carlie C's IGA #775,472572988,315 East MLK Blvd.,Roseboro,NC,28382,445110, Supermarkets ,34,40304,2,0,0,0,0,0,0,0,0,0,0,0,0,370208,1,2,2021,1/4/2022 20:08,
1427174,"Promise Foods, Inc.",Carlie C's IGA #785,472572988,815 College St.,Clinton,NC,28328,445110, Supermarkets ,19,28374,2,0,0,0,0,0,0,0,0,0,0,0,0,370247,1,2,2021,1/4/2022 20:10,
1427179,"Promise Foods, Inc.",Carlie C's IGA #790,472572988,332 Northeast Blvd.,Clinton,NC,28328,445110, Supermarkets ,79,90263,1,0,0,0,1,0,0,1,0,0,0,0,0,370405,1,2,2021,1/4/2022 20:12,
1427181,"Promise Foods, Inc.",Carlie C's IGA #795,472572988,1688  S. Main St.,Laurinburg,NC,28352,445110, Supermarkets ,47,79145,2,0,0,0,0,0,0,0,0,0,0,0,0,184239,1,2,2021,1/4/2022 20:13,
1427183,"Promise Foods, Inc.",Carlie C's IGA #800,472572988,6050 Hwy. 301 South,Four Oaks,NC,27524,445110, Supermarkets ,43,60236,2,0,0,0,0,0,0,0,0,0,0,0,0,187279,1,2,2021,1/4/2022 20:14,
1427185,"Promise Foods, Inc.",Carlie C's IGA #805,472572988,721 North Bright Leaf Blvd.,Smithfield,NC,27577,445110, Supermarkets ,44,62231,1,0,0,0,3,0,0,3,0,0,0,0,0,187374,1,2,2021,1/4/2022 20:16,
1427189,"Promise Foods, Inc.",Carlie C's IGA #810,472572988,506 West Gannon Ave.,Zebulon,NC,27597,445110, Supermarkets ,60,75646,1,0,1,0,3,5,0,4,0,0,0,0,0,187421,1,2,2021,1/4/2022 20:18,
1427190,"Carlie C's Of Wilder's Grove, LLC",Carlie C's IGA #815,461758301,4111 New Bern Ave.,Raleigh,NC,27610,445110, Supermarkets ,64,89965,1,0,1,0,1,2,0,2,0,0,0,0,0,187574,1,2,2021,1/4/2022 20:19,
1427193,"Carlie C's of Garner Station, LLC",Carlie C's IGA #820,454091315,1514 Garner Station Blvd.,Raleigh,NC,27603,445110, Supermarkets ,81,62312,1,0,1,0,1,2,0,2,0,0,0,0,0,187610,1,2,2021,1/4/2022 20:21,
1427196,"Carlie C's of Mineral Springs, LLC",Carlie C's IGA #825,273113801,3729 Wake Forest Hwy.,Durham,NC,27703,445110, Supermarkets ,50,65181,1,0,0,0,2,0,0,2,0,0,0,0,0,187641,1,2,2021,1/4/2022 20:23,
1427200,"Carlie C's of Cliffdale, LLC",Carlie C's IGA #830,203095953,680 Reilly Rd.,Fayetteville,NC,28314,445110, Supermarkets ,59,91409,1,0,3,0,3,20,0,6,0,0,0,0,0,187657,1,2,2021,1/4/2022 20:24,
1427203,"Carlie C's of Memorial Drive, LLC",Carlie C's IGA #835,262496012,1805 Wayne Memorial Dr.,Goldsboro,NC,27534,445110, Supermarkets ,67,96856,1,0,1,0,2,52,0,3,0,0,0,0,0,187666,1,2,2021,1/4/2022 20:26,
1427204,"Carlie C's of Cedar Creek, LLC",Carlie C's IGA #840,203095634,600 Cedar Creek Rd.,Fayetteville,NC,28312,445110, Supermarkets ,72,103739,2,0,0,0,0,0,0,0,0,0,0,0,0,187684,1,2,2021,1/4/2022 20:27,
1427207,"Carlie C's of Hope Mills, LLC",Carlie C's IGA #845,203096009,3501 North Main St.,Hope Mill,NC,28348,445110, Supermarkets ,52,69738,2,0,0,0,0,0,0,0,0,0,0,0,0,187706,1,2,2021,1/4/2022 20:28,
1427209,"Carlie C's of Owen Drive, LLC",Carlie C's IGA #850,203095818,1790 Owen Dr.,Fayetteville,NC,28304,445110, Supermarkets ,65,87219,1,0,1,0,4,10,0,5,0,0,0,0,0,187715,1,2,2021,1/4/2022 20:29,
1427212,"Carlie C's of Angier, LLC",Carlie C's IGA #855,200909789,333 North Raleigh St.,Angier,NC,27501,445110, Supermarkets ,64,86605,1,0,0,0,1,0,0,1,0,0,0,0,0,187726,1,2,2021,1/4/2022 20:30,
1427214,"Carlie C's of Lillington, LLC",Carlie C's IGA #860,562174933,711 West Front St.,Lillington,NC,27546,445110, Supermarkets ,48,66658,2,0,0,0,0,0,0,0,0,0,0,0,0,187782,1,2,2021,1/4/2022 20:31,
1427215,Hannen Beteiligungs GmbH & Co. KG,"MSK Covertech, Inc.",,600  Cherokee Pkwy,Acworth,GA,30102,238290," Machinery and equipment, large-scale, installation ",38,84892,2,0,0,0,0,0,0,0,0,0,0,0,0,140112,1,2,2021,1/4/2022 20:31,
1427219,"Carlie C's IGA II, Inc.",Carlie C's IGA #865,561529399,1203 North Ellis Ave.,Dunn,NC,28334,445110, Supermarkets ,38,53017,1,0,1,0,1,45,0,2,0,0,0,0,0,187812,1,2,2021,1/4/2022 20:32,
1427222,"Carlie C's of Benson, Inc.",Carlie C's IGA #870,562081645,604 South Wall St.,Benson,NC,27504,445110, Supermarkets ,68,90098,1,0,1,0,1,65,0,2,0,0,0,0,0,187826,1,2,2021,1/4/2022 20:33,
1427224,"Carlie C's IGA, Inc.",Carlie C's IGA #875,561415266,607 East Cumberland St.,Dunn,NC,28334,445110, Supermarkets ,71,76179,2,0,0,0,0,0,0,0,0,0,0,0,0,187834,1,2,2021,1/4/2022 20:34,
1427227,"Coats IGA, Inc.",Carlie C's IGA #880,561220127,379 North McKinley St.,Coats,NC,27521,445110, Supermarkets ,75,73715,1,0,1,0,1,14,0,2,0,0,0,0,0,187853,1,2,2021,1/4/2022 20:35,
1427230,"Erwin IGA, Inc.",Carlie C's IGA #885,561334176,801 South 13th St.,Erwin,NC,28339,445110, Supermarkets ,80,94917,1,0,4,0,4,24,0,8,0,0,0,0,0,187862,1,2,2021,1/4/2022 20:37,
